ReviewTitle,ReviewBody,ReviewStar,Product
"Good
","Good
",5,boAt Rockerz 255
"Sounds quality
","Sound quality not much goodAnd its most important thing is it's not adjust any ear
",3,boAt Rockerz 255
"go for it
","sound quality goodbranding moneynot so much fit In the ears
",4,boAt Rockerz 255
"Awesome just go for it
","Please believe me being a many earphones user these are worth best bass
",5,boAt Rockerz 255
"Sounds quality
","Sound quality not much goodAnd its most important thing is it's not adjust any ear
",3,boAt Rockerz 255
"go for it
","sound quality goodbranding moneynot so much fit In the ears
",4,boAt Rockerz 255
"Awesome just go for it
","Please believe me being a many earphones user these are worth best bass
",5,boAt Rockerz 255
"Nice product
","Nice product. Good sound quality but the Mike has no noise cancellation
",3,boAt Rockerz 255
"Excellent
","Excellent product in this price range especially who are lover of music
",5,boAt Rockerz 255
"Defect
","I recieved the defective piece. One side not able to hear it properly..
",3,boAt Rockerz 255
"Return option is not available, i have 4 days left, i want to return this product.
","Return option is not available in my amzon id.. i have prime membership
",4,boAt Rockerz 255
"Good product from Boat
","Product quantity is good but Battery back up is not that great.
",3,boAt Rockerz 255
"smooth rocker
","Worth the money and u will meet your expectations at this price
",5,boAt Rockerz 255
"Lifespan of not more than a month
","If you want a good headphone for one month...just go for it. 😒
",1,boAt Rockerz 255
"Lifespan of not more than a month
","If you want a good headphone for one month...just go for it. 😒
",1,boAt Rockerz 255
"Good purchase.
","Bass was not upto the mark but overall happy with the purchase.
",4,boAt Rockerz 255
"its good only
","its good only, sometimes voice is not reachable and its inconvenience at times.
",4,boAt Rockerz 255
"Not good .
","Noise cancellation major issue.Even Mi earphone is much better than this.
",1,boAt Rockerz 255
"Excellent product but it can be more specific if it ll provide noise cancelling
","Excellent product but it can be more specific if it ll provide noise cancelling
",5,boAt Rockerz 255
"Not good product
","It had not even 4 months purchased product right side headphones is not working
",1,boAt Rockerz 255
"Fabulous
","Best wireless earphones in this price sound is very clear and bass is also good
",4,boAt Rockerz 255
"Cheap and best
","Its good
",5,boAt Rockerz 255
"Nice
","Must buy
",5,boAt Rockerz 255
"Pathetic
","Pathetic product, stopped working in 1 month.hopeless audio clarity
",1,boAt Rockerz 255
"Bad
","Bluetooth audio not even stable when phone is in pocket
",1,boAt Rockerz 255
"Value for money
","Nice one
",5,boAt Rockerz 255
"Good product
","Its good
",5,boAt Rockerz 255
"Timely reached
","Supperrbbbbb product
",5,boAt Rockerz 255
"Awesome product
","Awesome product. Got it for INR 999 during great Indian festival.. Overall good product
",5,boAt Rockerz 255
"Good
","Good
",5,boAt Rockerz 255
"Good one
","Good product for this price range
",4,boAt Rockerz 255
"Good
","Really good product in this range
",4,boAt Rockerz 255
"High bass .
","Nice Bluetooth ear phones with high bass
",5,boAt Rockerz 255
"Ok
","Ok. noise cancellation is not that good.
",3,boAt Rockerz 255
"Excellent product
","Excellent product to buy worth for money
",5,boAt Rockerz 255
"Best buy👌
","Best product. Highly recommended. Superior sound quality and superb noice cancellation.
",5,boAt Rockerz 255
"Don’t buy this if you are already adjusted to better products in the market
","Product isn’t that satisfying as it is mentioned in the details. Returning the product.
",1,boAt Rockerz 255
"Waste of money.
","I purchased this earphone 5 months ago and within 5 months, one speaker is not working.
",1,boAt Rockerz 255
"Connection problem while walking
","There was a connection problem while walking & it too frequently flectuating the music.
",3,boAt Rockerz 255
"Worst
","Worst earphones within 2 months left side stopped working please don’t waste your money
",1,boAt Rockerz 255
"Good product
","Awesome product in the price range.Good battery backup awesome noise cancelation.
",5,boAt Rockerz 255
"Very weak battery backup
","Voice breaks very often.. battery capacity is too low you need to charge it twice a day
",2,boAt Rockerz 255
"Bought it for Rs.999..at this price quality is good
","Product is good at price of Rs.999... Bass is not quite up to the satisfactory level...
",3,boAt Rockerz 255
"Seller should replace the product immediately if you really want customers to be satisfied
","Within two months Mice is not working and battery life horrible and not even 40 minutes
",1,boAt Rockerz 255
"It's just awesome..
","Awesome product... Good battery backup... Good design.. Only drawback is wire is too length...
",5,boAt Rockerz 255
"Ok
","What the heck man! Just a week back I bought this for 1499 and now it is 999. I feel cheated.
",3,boAt Rockerz 255
"Super ...
","Sound good ...
",5,boAt Rockerz 255
"Good
","Batterry life is less but it works as what described
",4,boAt Rockerz 255
"Complete Paisa wasool..
","Simply Awesome. Value for money..
",5,boAt Rockerz 255
"Ok
","Ok
",4,boAt Rockerz 255
"bad quality
","stopped working in two months.. bad quality product.. will not recommend to anyone..
",1,boAt Rockerz 255
"Please don't Sale this kind of products
","Price is very low but sound quality is very bad
",2,boAt Rockerz 255
"Amazing
","Sound quality and battery life are amazing durability seems to be Gud but testing is going on.
",4,boAt Rockerz 255
"Good quality at best price.
","Good quality at best price. Battery life is long. In 20 minutes charge gives 2hrs battery life.
",4,boAt Rockerz 255
"Good quality at best price.
","Good quality at best price. Battery life is long. In 20 minutes charge gives 2hrs battery life.
",4,boAt Rockerz 255
"At 1500, it's a good buy
","Bass is very good but the quality and clarity of sound is compromised.
",4,boAt Rockerz 255
"Didn't last long
","Really bad, got spoiled in matter of two months, never buy cheap stuff
",2,boAt Rockerz 255
"Battery issue
","2months gud working.. but still battery charging very low battery week
",1,boAt Rockerz 255
"Good Stuff
","Good Stuff, got it free with Huawei Y9 but worth buying it if required
",5,boAt Rockerz 255
"Sound quality is not that much good, bass is high but not so long
","good product under 1500 but cable & buds quality is very cheap
",2,boAt Rockerz 255
"Just awesome
","All side is best headphone but it's not long time battery life
",5,boAt Rockerz 255
"Best bluetooth headphone
","Nice product.. Go for it..Noiseless.. Best sound quality
",5,boAt Rockerz 255
"Musical Nirvana
","Amazing Sound
",5,boAt Rockerz 255
"Good
","Good quality,
",4,boAt Rockerz 255
"Bad bluetooth connection
","Bluetooth isn't getting connected well after few months of use... It's so bad.
",1,boAt Rockerz 255
"Waste of money
","Dont waste your money on this bloddy earphones they stops working After 1month
",1,boAt Rockerz 255
"Amazing earphones 👌👌👌
","Amazing sound quality and noise cancellation but not made for hardcore gymming
",4,boAt Rockerz 255
"Good Product
","over all good
",4,boAt Rockerz 255
"Nice
","Nice product.
",4,boAt Rockerz 255
"Nice n budgets
","Nice headsets
",4,boAt Rockerz 255
"Awesome
","Awesome
",5,boAt Rockerz 255
"Outstanding
","Awesome
",5,boAt Rockerz 255
"Value
","Nice boat
",5,boAt Rockerz 255
"4
","It's very gud to use and sound quality is excellent...
",4,boAt Rockerz 255
"4
","It's very gud to use and sound quality is excellent...
",4,boAt Rockerz 255
"Very good product with super sound quality. Just asome
","Very good product with super sound quality. Just asome
",5,boAt Rockerz 255
"Worth the price
","It's worth the price using them from past 5 months no complaints yet. Best for this price range
",5,boAt Rockerz 255
"Thanks for Amazon service
","Nice sound in this price thanks for Amazon much better Amazon service
",4,boAt Rockerz 255
"Worth
","Worth..
",4,boAt Rockerz 255
"Product is very nice
","Bass quality is osm
",5,boAt Rockerz 255
"Satisfied
","It's a good product
",4,boAt Rockerz 255
"Nice product
","Very nice quality and product. Sound is amazing. Battery life nice.
",5,boAt Rockerz 255
"waste of money
","very poor sound and connectivity
",2,boAt Rockerz 255
"Super......... best for Bass lover's
","Over all good performance.......
",5,boAt Rockerz 255
"waste of money
","very poor sound and connectivity
",2,boAt Rockerz 255
"Super......... best for Bass lover's
","Over all good performance.......
",5,boAt Rockerz 255
"Good product
","battery backup standby 3hours only
",5,boAt Rockerz 255
"1 of the best bluetooth earphones
","Amazing sound quality...very durable...
",4,boAt Rockerz 255
"Headphones not working
","It's not working for one ear.. is there any service center access for online services?
",2,boAt Rockerz 255
"Worst product highly dissatisfied
","Worst product. It stopped working after 35 days. Wastage of money. Highly dissatisfied
",1,boAt Rockerz 255
"Best according to price
","Good quality ggos looking my first priority under 1500 now I have 2 one for my brother
",5,boAt Rockerz 255
"Worst battery
","This is the worst product.it worked only for 1 week and then it's not getting charged.
",1,boAt Rockerz 255
"Overall 2*
","Bluetooth connectivity is very bad jus 1to 2 meter voice break down and battery superb
",3,boAt Rockerz 255
"Super quality my purches price, 1100rs
","Quality is super clear voice and bass is excelent &battery life 5 hours...
",4,boAt Rockerz 255
"Wonderful product
","An awesome product for this budget,. Worth buying. Best in sound quality,. Good bass,.
",5,boAt Rockerz 255
"If possible search another one.
","Not worth of money.
",2,boAt Rockerz 255
"I want a replacement
","The product is heating up.. battery life is very poor. The product gets heated up while using..
",2,boAt Rockerz 255
"Bad quality
","Too bad quality.. i wasted my money on this product..Even its Amazons choice earphones
",1,boAt Rockerz 255
"Bass issue
","Sound quality is good, but bass is not that good.
",3,boAt Rockerz 255
"Permanently off.
","After 2months the product got permanently off.
",2,boAt Rockerz 255
"NICE SOUND AND BASS
","Nice Product but some need more Battery Backup
",4,boAt Rockerz 255
"Feel the real bess .... Vibret your mind
","Comfortable, battery life is awesome, must buy
",5,boAt Rockerz 255
"Decent product
","Bass is perfect ,battery life is gud
",4,boAt Rockerz 255
"Uncomfortable, not working properly
","Very bad to use long time as it having long ear phone, 1 of earphone not working properly
",1,boAt Rockerz 255
"Uncomfortable, not working properly
","Very bad to use long time as it having long ear phone, 1 of earphone not working properly
",1,boAt Rockerz 255
"Value for money
","Good value for money item
",5,boAt Rockerz 255
"About boAt
","Beautiful....best Bluetooth headphone....It is my best headphone till now....
",5,boAt Rockerz 255
"POOR QUALITY
","very poor quality and charge does not work!! do not buy this!
",1,boAt Rockerz 255
"Best bluetooth headphones
","Its the best one.. charge stays so long. Good sound quality..
",5,boAt Rockerz 255
"Bad experience
","After connecting some sounds are coming not giving good range
",1,boAt Rockerz 255
"Good product
","Good product
",5,boAt Rockerz 255
"BOLETO 1 NO PRODUCT 😘😘😘
","owsm quality
",5,boAt Rockerz 255
"Good product
","Good product
",5,boAt Rockerz 255
"overall its excellent.
","product is very good.sound quality very goodit is best at this price.
",4,boAt Rockerz 255
"overall its excellent.
","product is very good.sound quality very goodit is best at this price.
",4,boAt Rockerz 255
"Money saver!!
","The product was good.. it was worth the money. Packing could have been better
",5,boAt Rockerz 255
"Nice sound quality.
","nothing..but it would b good if it contains a charger instead of data cable..
",5,boAt Rockerz 255
"No other Bluetooth headphone compete to this
","First time using boat product and very much  satisfied, bass sound is awesome
",5,boAt Rockerz 255
"Best BT earphone under 2000
","Sound Quality is good.Premium LookNeed to improve battery backup.
",5,boAt Rockerz 255
"Amazing headphone
","Great sound and bass connectivity also good battery life continue min 8 hours
",5,boAt Rockerz 255
"Worst headphone
","Headphone is not upto the mark. Worst sound quality. Unable to receive calls.
",3,boAt Rockerz 255
"Value for money
","Good sound quality
",4,boAt Rockerz 255
"Worth for money
","Best in this class
",5,boAt Rockerz 255
"Best
","Best ilove this😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍
",5,boAt Rockerz 255
"Nice
","Nice
",5,boAt Rockerz 255
"Good Headphones.
","Awesome headphones from boat at this range. Ireally loved it after using from months.
",5,boAt Rockerz 255
"Noise cancellation
","Very poor noise cancellation.  At the time of calling receiver can hear lot of noise.
",2,boAt Rockerz 255
"Waste headphone
","Within 4 months my blue tooth one ear is not working. This is totally waste headphone
",1,boAt Rockerz 255
"Ok
","Superb base and nic comfortable but only one problem when we ride songs sound breaks.
",4,boAt Rockerz 255
"Not working
","Its still under warranty. How do i claim it. Right side earphone has stopped working.
",1,boAt Rockerz 255
"Suffering after purchasing the product
","There was charging problem in the product so please check the product before delivery
",4,boAt Rockerz 255
"Awesome boat
","It's awesome products ...it's working properly...I m lots of satisfied about this ...
",5,boAt Rockerz 255
"NOT GOOD
","Don't buy this because I'm not getting the clarity while going more than three meters
",2,boAt Rockerz 255
"Best at this price
","Everything is good in this cost
",5,boAt Rockerz 255
"Suffering after purchasing the product
","There was charging problem in the product so please check the product before delivery
",4,boAt Rockerz 255
"Awesome boat
","It's awesome products ...it's working properly...I m lots of satisfied about this ...
",5,boAt Rockerz 255
"NOT GOOD
","Don't buy this because I'm not getting the clarity while going more than three meters
",2,boAt Rockerz 255
"Best at this price
","Everything is good in this cost
",5,boAt Rockerz 255
"Shyam patel
","Almost nice product with this price..!
",4,boAt Rockerz 255
"Too much static sound
","Static sound will make you irritating.
",1,boAt Rockerz 255
"Worst product
","Within 1 month it started not working.
",1,boAt Rockerz 255
"Good
","Good product
",4,boAt Rockerz 255
"Budget head phone
","Good budget one, battery is main concern.
",4,boAt Rockerz 255
"Good product for money
","Worth the money - 5 star
",5,boAt Rockerz 255
"Good product for money
","Worth the money - 5 star
",5,boAt Rockerz 255
"Nice product
","Excellent base, worth it
",5,boAt Rockerz 255
"Worst product
","Pls dont buy this product quality is very bad
",1,boAt Rockerz 255
"Honest
","Except the battery everything is just amazing
",4,boAt Rockerz 255
"Mic doesn't work properly and person on the other end receives all kind of noice while calling
","Sound quality is good. But mic is not proper.
",3,boAt Rockerz 255
"Excellent quality
","No Noice cancellation at all
",5,boAt Rockerz 255
"Nice Product 👍
","Base Quality Not So Good
",4,boAt Rockerz 255
"Worst product I have bought in Amazon.
","I have received this product on 2nd April 2019 and on 10th May 2019 it's not working.
",1,boAt Rockerz 255
"Perfect product in this range
","Its pretty good.Sound quality, noise cancellation works better
",5,boAt Rockerz 255
"Boat really rockz...A real rock star👍👍👍
","Every this very good. I love my boat rockerz... Keep rocking dude...
",5,boAt Rockerz 255
"Awosum sound ......good job amazon
","Nice product by boat.....Fast delivery by amazon prime
",5,boAt Rockerz 255
"Boat is boat ! Nice one
","Good product ! Just wondering how to register for warranty !
",5,boAt Rockerz 255
"☺️
","Just okkk
",1,boAt Rockerz 255
"Nice product
","SUPER......
",5,boAt Rockerz 255
"Great sound
","Great sound
",4,boAt Rockerz 255
"Very bad
","Not durable product very bad experienceDont buy this product zero star
",1,boAt Rockerz 255
"Good to buy
","Awesome product Sound is too good but it's takes time for pair other devices
",5,boAt Rockerz 255
"Not charging headphone
","This product. I used 3month but suddenly not charged headphone  In Yesterday
",1,boAt Rockerz 255
"Tarang
","Battery backup excellent, very handy easy to use, better than boar headphone
",5,boAt Rockerz 255
"Not working properly right side one is not working
","Very poor in durability just purchased 3 months ago now not working properly
",2,boAt Rockerz 255
"Tarang
","Battery backup excellent, very handy easy to use, better than boar headphone
",5,boAt Rockerz 255
"Not working properly right side one is not working
","Very poor in durability just purchased 3 months ago now not working properly
",2,boAt Rockerz 255
"Best in the market,
","Best in the market. Battery life good, sound is awesome. Bv value for money.
",4,boAt Rockerz 255
"Decent earphones for music, but disappointing when it comes to call quality.
","Decent earphones for music, but disappointing when it comes to call quality.
",3,boAt Rockerz 255
"super
","super
",5,boAt Rockerz 255
"Great Product
","Very good sound and bluetooth connectivity.
",5,boAt Rockerz 255
"Good stuff
","It's liked by all of us.
",4,boAt Rockerz 255
"Worst Product.
","please don't buy it...worst product.i boight 3, Believe me all are worst
",1,boAt Rockerz 255
"Value for money
","It's good at this price but any1 wants more better quality then go for other product
",3,boAt Rockerz 255
"The name itself says rockerzz
","Should recommend all who r willing to buy bt aint getting surety for quality sound..
",5,boAt Rockerz 255
"defective product
","Recieved defective product and it seems it is not returnable. Just a waste of money.
",1,boAt Rockerz 255
"Doesn't work! Don't buy
","Stopped working in one month.. and I m not able to return this stupid product back..
",1,boAt Rockerz 255
"About battery life
","Overall nice package of bass trable and mids just go for it you will never regret it
",4,boAt Rockerz 255
"Perfect sound quality...
","Great sound quality... inear fitting  better then.. other headset...
",4,boAt Rockerz 255
"Good product
","5 hours baterySound bass goodHandy
",4,boAt Rockerz 255
"Very good and best
","Good product  thank you amazon
",5,boAt Rockerz 255
"Amazing product
","Very good. Backup is excellent
",5,boAt Rockerz 255
"Very good one
","Good battery life and comfortable one
",5,boAt Rockerz 255
"Very Good
","Nice, product & Good quality of sound
",4,boAt Rockerz 255
"Nice
","Nice
",4,boAt Rockerz 255
"Very Good
","Nice, product & Good quality of sound
",4,boAt Rockerz 255
"Nice
","Nice
",4,boAt Rockerz 255
"Good wireless headphone
","Sound quality good
",5,boAt Rockerz 255
"Newly bought
","I like the sound . battery is not great and Range is worst .
",4,boAt Rockerz 255
"Satisfied
","good and compact. ear buds are uncomfortable
",5,boAt Rockerz 255
"Need to replace
","Need to replace the product as it is not working properly after 5 months of purchase.
",3,boAt Rockerz 255
"Nice product
","Value for money product
",4,boAt Rockerz 255
"Worst quality
","I bought it 15 days back and now the mic stopped working i prefer not to buy this
",1,boAt Rockerz 255
"7021069287
","It been only 2 month and my left side headphon is not working .what to do ..
",1,boAt Rockerz 255
"Awesome product
","Great headphones at this price range, it has good battery life and it has good bass.
",5,boAt Rockerz 255
"Low quality
","Noice cancellation and bass is very bad. But guess that's all you get for that price
",3,boAt Rockerz 255
"Good quality.
","Good quality.Charging socket cover of device is little loose.
",4,boAt Rockerz 255
"Superb Sound
","very nice product, really i love this, again i booked to my friend.
",5,boAt Rockerz 255
"Not good as mentioned.
","It's not up to the mark. I am not like it due to its sound quality.
",2,boAt Rockerz 255
"BOALT Handfree
","Wow extremely good
",5,boAt Rockerz 255
"Best product
","Very nice product worth for money
",5,boAt Rockerz 255
"Not satisfied
","Its okayyy
",3,boAt Rockerz 255
"Great product
","Awesome...
",5,boAt Rockerz 255
"Very amazing product from boat
","Nice sound, noise cancellation a bit, very handy, and good value for money.
",4,boAt Rockerz 255
"Very good earphones
","Overall very good earphones, and the price makes it better than the others.
",4,boAt Rockerz 255
"Sound quality is very poor.
","Build and sound both quality is poor. There are many options at this price.
",2,boAt Rockerz 255
"Connectivity
","Most of time found connectivity issue, no clear input sound to next person.
",1,boAt Rockerz 255
"Average product
","All good. Good sound quality for music and average quality for phone calls.
",3,boAt Rockerz 255
"Does not even Switch On
","Refuses to switch on even after couple of hours of charging.Waste product..
",1,boAt Rockerz 255
"Boat Rock's
","Sound quality is good evenBattery is greatDurability is durable
",5,boAt Rockerz 255
"Not bad
","Collared clip should be added and battery backup should be improved
",3,boAt Rockerz 255
"Excellent
","Good
",5,boAt Rockerz 255
"Good product
","Good sound
",5,boAt Rockerz 255
"Good
","Good
",4,boAt Rockerz 255
"Nice
","Nice
",5,boAt Rockerz 255
"Good
","Good
",4,boAt Rockerz 255
"Nice
","Nice
",4,boAt Rockerz 255
"Cool
","Cool
",5,boAt Rockerz 255
"Excellent earphones.
","Excellent earphones.
",5,boAt Rockerz 255
"Stereo Sound and Hands Free Mic  not up-to the mark
","Stereo Sound and Hands Free Mic  not up-to the mark
",3,boAt Rockerz 255
"Boat rockers
","Very poor. Audio delay. Mic not working properly 😡
",1,boAt Rockerz 255
"Good to hear
","Sound quality 3.25/5Build quality 4/5Charging 3/5
",4,boAt Rockerz 255
"Okay... not that great
","Found this headphone to be okay. Sound quality is a okayish... bass effect not good
",2,boAt Rockerz 255
"Overall good performance
","Excellent bass.100% would recommend.Vocals can be improved.Good battery life.
",5,boAt Rockerz 255
"Excellent Pick
","Nice product..Little bit frustrated with the battery.Overall good purchase for 999.
",4,boAt Rockerz 255
"Overall good performance
","Excellent bass.100% would recommend.Vocals can be improved.Good battery life.
",5,boAt Rockerz 255
"Excellent Pick
","Nice product..Little bit frustrated with the battery.Overall good purchase for 999.
",4,boAt Rockerz 255
"Very cheap quality
","Please dont buy within 1months right hand side earphones is not working..... damage
",1,boAt Rockerz 255
"1st product was damaged within a month
","1st product was damaged within a month. Although Boat have replaced the defect one.
",3,boAt Rockerz 255
"i want to replace the product please contact immediately
","i want to replace the product please contact immediately - mobile number 9833346739
",1,boAt Rockerz 255
"Base is good
","Sound is good base is alltimate but ear buds is not properly support to every ears.
",5,boAt Rockerz 255
"Perfection in this range
","Sound is good .. it's a perfect combination of sound quality and noise cancellation
",5,boAt Rockerz 255
"Amazing product
","I am in love with this device...probably because it's my first one but it's amazing
",5,boAt Rockerz 255
"Disappointed
","It's just 15 days and I can't hear perfectly from one side. Not accepted from boat.
",1,boAt Rockerz 255
"Very bad product
","Very bad product , suddenly stopped working within 2 weeks . Don't buy boat product
",1,boAt Rockerz 255
"Very bad product
","Very bad product , suddenly stopped working within 2 weeks . Don't buy boat product
",1,boAt Rockerz 255
"Best at this price
","Loved this earphone . Works for 7-8 hours and sound quality is great performace top
",5,boAt Rockerz 255
"Battery backup superb
","Good product..& Also base is high ... overall Good product in this range  ...
",4,boAt Rockerz 255
"Owsom
","This is very grate quality and deep bass experience, trust me it's worth for money.
",5,boAt Rockerz 255
"Very bad product
","The sound comes very breaking and distorted and is not compatible when playing pubg
",1,boAt Rockerz 255
"Thanks
","Best
",4,boAt Rockerz 255
"good
","good
",5,boAt Rockerz 255
"Loved it. ♥️♥️♥️
","Awesome product as expected. Quite handy. Loved it.
",5,boAt Rockerz 255
"Unsatisfied
","Not so good
",3,boAt Rockerz 255
"Amazing purchase
","Amazing
",5,boAt Rockerz 255
"Great product
","Awesome
",5,boAt Rockerz 255
"Good
","Product is good but where is service center
",5,boAt Rockerz 255
"Battery life
","Sound quality is good but battery life is really worst felt not worth for money
",4,boAt Rockerz 255
"Good buy
","Good bass.felt better than my jbl 110
",5,boAt Rockerz 255
"Nice product
","Totally worth of money..i bought it at 999 And sound was awsome..go for it
",4,boAt Rockerz 255
"V poor
","Product is good but I used only 3 days and didn't charging
",1,boAt Rockerz 255
"Range
","I like the sound quality but connection range is very low.
",4,boAt Rockerz 255
"Osm earphone under 1000
","Sound osmConnectivity goodBass thumping effects nice i love it
",5,boAt Rockerz 255
"Best headphones
","Best services and best headphones value for moneyTnx boot tnx Amazon
",5,boAt Rockerz 255
"Worst product
","Bluetooth range is only 10 steps from mobile...sound quality is not good..
",1,boAt Rockerz 255
"Worst product
","Bluetooth range is only 10 steps from mobile...sound quality is not good..
",1,boAt Rockerz 255
"Sound Quality
","Due to heavy bass effects the original sound of the music.
",3,boAt Rockerz 255
"Sound clarity is good
","Nice product
",5,boAt Rockerz 255
"Product quality is not good cheap product
","bluetuth is 5 meter range bs return product is vry cheap product .
",1,boAt Rockerz 255
"Good
","So far good
",4,boAt Rockerz 255
"Goof
","Nice blouetooth
",3,boAt Rockerz 255
"Very good quality
","Worth buying it
",5,boAt Rockerz 255
"Poor noise cancellation
","Poor noise cancellationVery much disturbance
",5,boAt Rockerz 255
"Super quality sound.....
","Good quality.... Power back up also very good.....
",4,boAt Rockerz 255
"Amazing beat sound
","Amazing beat sound. Value for money.Great...
",5,boAt Rockerz 255
"Negative Point
","Lenght of wire is too long remaining that its good
",4,boAt Rockerz 255
"Amazing!!!
","Awesome sound qualityBest built qualityAnd bass was amazing!! Loved it
",4,boAt Rockerz 255
"Malfunctioning
","Today,It just stop playing in the right ear plug. Found no help to claim warranty.
",5,boAt Rockerz 255
"Worth Buy Under 1500 Bucks.
","Worth buy for 1500 bucks. Sounds quality, adjustment, noise clearance is too good.
",5,boAt Rockerz 255
"Very Decent Product.. You  can go for it...
","It is a very nice product at this price. Worth of every penny. Good sound quality.
",4,boAt Rockerz 255
"Best in range
","Best sound quality , Loud and clear sound, great battery backup , overall worth it
",5,boAt Rockerz 255
"Best thing you can carry at anytime every where.
","They are very good. I the sound quality is really good. And battery life good too.
",5,boAt Rockerz 255
"Best Earphones
","Sound and build quality of this product are nice...Thats why i like it best.
",5,boAt Rockerz 255
"Very avg
","Bluetooth range is too low....and voice quality not clear when speak on the phone.
",2,boAt Rockerz 255
"Good product
","Base is not as good as we want in a boat headfone....and sonud is also not so loud
",4,boAt Rockerz 255
"Good one 👍
","Some connectivity issues are there but overall its very good with backup and audio
",4,boAt Rockerz 255
"Loved it
","Awesome productIf u are thinking about it then go for itGot it on sale @999
",5,boAt Rockerz 255
"Best prize
","Everything want
",5,boAt Rockerz 255
"Good products
","Sometimes it disconnected automatically while playing it for a long time.
",4,boAt Rockerz 255
"Worth for money
","Sound quality is better.. I love it
",4,boAt Rockerz 255
"Best in price
","One if the best Bluetooth earphones
",5,boAt Rockerz 255
"Nice and balance sound.. output
","Nice and balance sound.. output
",5,boAt Rockerz 255
"Bass is the base
","Very nice i bought it in lightning deal of 999 and its best for that price range
",5,boAt Rockerz 255
"boAt Rockerz 255 is Best...
","It is really Osm.... I love it... Best sound quality.... Nice battery life.... Thx boAt❤️
",5,boAt Rockerz 255
"I will recommend it😎
","Great product by boat
",5,boAt Rockerz 255
"Sound quality is good
","Sound quality is good
",5,boAt Rockerz 255
"Good product
","Good product in this price better than jbl
",5,boAt Rockerz 255
"Need one more for same cost
","Connecting to two Mobile vth good clearity
",4,boAt Rockerz 255
"Good one and worth the price has good bass and sound
","Overall a good package and value for money
",4,boAt Rockerz 255
"Good Tq for Amazon
","Good Quality and Sound Superb Bass Perfect
",5,boAt Rockerz 255
"Bad product
","Earphone was not working properly
",1,boAt Rockerz 255
"Stopped taking call voice after 2 days of use
","Don't buy. Go for any better one, if have budget. Wont last long.
",1,boAt Rockerz 255
"Worst earphones!
","Worst earphones I've hadBluetooth connectivity is very poor
",1,boAt Rockerz 255
"Best under 4k
","Close ur eyes and buy it withou thinking best sound ever under 2k
",5,boAt Rockerz 255
"Nice product in range of 1500-1600
","Google assistant should be there, incoming call vibration feature
",5,boAt Rockerz 255
"Worst earphones!
","Worst earphones I've hadBluetooth connectivity is very poor
",1,boAt Rockerz 255
"Best under 4k
","Close ur eyes and buy it withou thinking best sound ever under 2k
",5,boAt Rockerz 255
"Nice product in range of 1500-1600
","Google assistant should be there, incoming call vibration feature
",5,boAt Rockerz 255
"Disconnects automatically and then connects again...!! Whyyy??!!😫
","I don't know why but it disconnects automatically from the device
",3,boAt Rockerz 255
"I want an replacent
","This product doesn't work anymore I can't even turn it on
",1,boAt Rockerz 255
"I satisfied this product premium quality sound is very good
","Very good item great sound quality & very good bass punch
",5,boAt Rockerz 255
"Not worthy earphone
","Not worthy earphone noise cancellation very poor sound quality very cheap
",1,boAt Rockerz 255
"Good product
","Very good product at this price.  Mesmerise the experiance of Bass Sound.
",4,boAt Rockerz 255
"Boat rockerz 255 review
","Sound quality good.Noise cancellation average.Overall good at this price.
",4,boAt Rockerz 255
"Value for money
","The battery is awesome.Sound quality is fine.Wroth the money.
",4,boAt Rockerz 255
"Nice
","Awesome experience... Nice product.. backup is also good.
",5,boAt Rockerz 255
"Worth every penny
","A perfect match for this price range.  A must buy
",5,boAt Rockerz 255
"Good Product
","Very good sound quality with good battery backup.
",5,boAt Rockerz 255
"Stop workin after 3 months
","Purchase on 25 january 2019, but it stop working.
",1,boAt Rockerz 255
"Nice product at the price
","Battery life is goodSound quality is decent
",5,boAt Rockerz 255
"Good one
","I got it on price of 1100 it's worthful for money
",4,boAt Rockerz 255
"Bets one
","Best for Money
",5,boAt Rockerz 255
"Right side speaker became unserviceable After one month.
","After one month of use right side became . unserviceable.No sound from right side
",4,boAt Rockerz 255
"PLS DON'T BUY
","It is getting disconnected automatically by its own..and it's not comfortable too
",1,boAt Rockerz 255
"Worth a buy!
","Audio quality is awesome at this price! Great bass to yoyr audio! HD clear sound!
",5,boAt Rockerz 255
"Worth a buy!
","Audio quality is awesome at this price! Great bass to yoyr audio! HD clear sound!
",5,boAt Rockerz 255
"Best quality
","Best Bluetooth headset .. sound quality is good,we can connect 2 device at a time
",5,boAt Rockerz 255
"Earphones are good, but a bit long in length
","The design could have been better. But sound quality is really nice at such price
",4,boAt Rockerz 255
"Good but not as adequate
","Not as much sound is good but not adequate according to price and brand name only
",2,boAt Rockerz 255
"its good wireless earphone
","it is h very useful product and its provide a manny many satisfaction to the user
",5,boAt Rockerz 255
"Awesome
","Best headphone under this range
",5,boAt Rockerz 255
"One one side mic is not working
","Very bad
",3,boAt Rockerz 255
"Excellent
","Superb quality
",4,boAt Rockerz 255
"Do not buy...
","After buying it within 15 days it started having problem.
",1,boAt Rockerz 255
"Worked only for 3 months
","Stopped working in 3 months
",1,boAt Rockerz 255
"It's good
","It's working good ,
",5,boAt Rockerz 255
